"","ID","Description","Calories","Protein","TotalFat","Carbohydrate","Sodium","Cholesterol","Calcium","Iron","Potassium","Sugar","VitaminC","VitaminD","VitaminE","HighSodium","HighCalories","HighProtein","HighSugar","HighTotalFat"
"1",1001,"BUTTER,WITH SALT",717,0.85,81.11,0.06,972,215,24,0.02,313,0.06,0,1.5,2.32,1,1,0,0,1
"2",1002,"BUTTER,WHIPPED,WITH SALT",717,0.85,81.11,0.06,1069,219,24,0.16,335,0.06,0,1.5,2.32,1,1,0,0,1
"3",1003,"BUTTER OIL,ANHYDROUS",876,0.28,99.48,0,371,256,4,0,608,0,0,1.8,2.8,0,1,0,0,1
"4",1004,"CHEESE,BLUE",353,21.4,28.74,2.34,194,75,528,0.31,331,0.5,0,0.5,0.25,0,1,1,0,1
"5",1005,"CHEESE,BRICK",371,23.24,29.68,2.79,819,94,674,0.43,168,0.51,0,0.5,0.26,1,1,1,0,1
"6",1006,"CHEESE,BRIE",334,20.75,27.68,0.45,889,100,184,0.5,186,0.45,0,0.5,0.24,1,1,1,0,1
"7",1007,"CHEESE,CAMEMBERT",300,19.8,24.26,0.46,1084,72,388,0.33,225,0.46,0,0.4,0.21,1,1,1,0,1
"8",1008,"CHEESE,CARAWAY",376,25.18,29.2,3.06,946,93,673,0.64,863,8.20492025989368,0,0.577190904784462,1.45826641912277,1,1,1,0,1
"9",1009,"CHEESE,CHEDDAR",403,24.9,33.14,1.28,882,105,721,0.68,876,0.52,0,0.6,0.29,1,1,1,0,1
"10",1010,"CHEESE,CHESHIRE",387,23.37,30.6,4.78,960,103,643,0.21,868,8.20492025989368,0,0.577190904784462,1.45826641912277,1,1,1,0,1
"11",1011,"CHEESE,COLBY",394,23.76,32.11,2.57,866,95,685,0.76,158,0.52,0,0.6,0.28,1,1,1,0,1
"12",1012,"CHEESE,COTTAGE,CRMD,LRG OR SML CURD",98,11.12,4.3,3.38,596,17,83,0.07,133,2.67,0,0.1,0.08,0,0,0,0,0
"13",1013,"CHEESE,COTTAGE,CRMD,W/FRUIT",97,10.69,3.85,4.61,575,13,53,0.16,852,2.38,1.4,0,0.04,0,0,0,0,0
"14",1014,"CHEESE,COTTAGE,NONFAT,UNCRMD,DRY,LRG OR SML CURD",72,10.34,0.29,6.66,561,7,86,0.15,169,1.85,0,0,0.01,0,0,0,0,0
"15",1015,"CHEESE,COTTAGE,LOWFAT,2% MILKFAT",86,11.83,2.45,3.66,561,10,91,0.15,836,3.67,0,0,0.04,0,0,0,0,0
"16",1016,"CHEESE,COTTAGE,LOWFAT,1% MILKFAT",72,12.39,1.02,2.72,652,4,61,0.14,843,2.72,0,0,0.01,0,0,1,0,0
"17",1017,"CHEESE,CREAM",342,5.93,34.24,4.07,551,110,98,0.38,170,3.21,0,0.6,0.29,0,1,0,0,1
"18",1018,"CHEESE,EDAM",357,24.99,27.8,1.43,1175,89,731,0.44,226,1.43,0,0.5,0.24,1,1,1,0,1
"19",1019,"CHEESE,FETA",264,14.21,21.28,4.09,73,89,493,0.65,710,4.09,0,0.4,0.18,0,1,1,0,1
"20",1020,"CHEESE,FONTINA",389,25.6,31.14,1.55,1049,116,550,0.23,725,1.55,0,0.6,0.27,1,1,1,0,1
"21",1021,"CHEESE,GJETOST",466,9.65,29.51,42.65,862,94,400,0.52,79,8.20492025989368,0,0.577190904784462,1.45826641912277,1,1,0,0,1
"22",1022,"CHEESE,GOUDA",356,24.94,27.44,2.22,1061,114,700,0.24,152,2.22,0,0.5,0.24,1,1,1,0,1
"23",1023,"CHEESE,GRUYERE",413,29.81,32.34,0.36,567,110,1011,0.17,821,0.36,0,0.6,0.28,0,1,1,0,1
"24",1024,"CHEESE,LIMBURGER",327,20.05,27.25,0.49,1049,90,497,0.13,159,0.49,0,0.5,0.23,1,1,1,0,1
"25",1025,"CHEESE,MONTEREY",373,24.48,30.28,0.68,794,89,746,0.72,821,0.5,0,0.6,0.26,1,1,1,0,1
"26",1026,"CHEESE,MOZZARELLA,WHL MILK",300,22.17,22.35,2.19,887,79,505,0.44,800,1.03,0,0.4,0.19,1,1,1,0,1
"27",1027,"CHEESE,MOZZARELLA,WHL MILK,LO MOIST",318,21.6,24.64,2.47,662,89,575,0.2,794,1.01,0,0.5,0.21,1,1,1,0,1
"28",1028,"CHEESE,MOZZARELLA,PART SKIM MILK",254,24.26,15.92,2.77,880,64,782,0.22,836,1.13,0,0.3,0.14,1,1,1,0,1
"29",1029,"CHEESE,MOZZARELLA,PART SKIM MILK,LO MOIST",302,25.96,20.03,3.83,911,54,731,0.25,868,0.6,0,0.4,0.37,1,1,1,0,1
"30",1030,"CHEESE,MUENSTER",368,23.41,30.04,1.12,888,96,717,0.41,166,1.12,0,0.6,0.26,1,1,1,0,1
"31",1031,"CHEESE,NEUFCHATEL",253,9.15,22.78,3.59,565,74,117,0.13,186,3.19,0,0.577190904784462,0.4,0,1,0,0,1
"32",1032,"CHEESE,PARMESAN,GRATED",431,38.46,28.61,4.06,221,88,1109,0.9,156,0.9,0,0.5,0.25,0,1,1,0,1
"33",1033,"CHEESE,PARMESAN,HARD",392,35.75,25.83,3.22,235,68,1184,0.82,859,0.8,0,0.5,0.22,0,1,1,0,1
"34",1034,"CHEESE,PORT DE SALUT",352,23.78,28.2,0.57,792,123,650,0.43,168,0.57,0,0.5,0.24,1,1,1,0,1
"35",1035,"CHEESE,PROVOLONE",351,25.58,26.62,2.14,1112,69,756,0.52,170,0.56,0,0.5,0.23,1,1,1,0,1
"36",1036,"CHEESE,RICOTTA,WHOLE MILK",174,11.26,12.98,3.04,1082,51,207,0.38,134,0.27,0,0.2,0.11,1,0,0,0,1
"37",1037,"CHEESE,RICOTTA,PART SKIM MILK",138,11.39,7.91,5.14,295,31,272,0.44,156,0.31,0,0.1,0.07,0,0,0,0,0
"38",1038,"CHEESE,ROMANO",387,31.8,26.94,3.63,114,104,1064,0.77,843,0.73,0,0.5,0.23,0,1,1,0,1
"39",1039,"CHEESE,ROQUEFORT",369,21.54,30.64,2,256,90,662,0.56,856,8.20492025989368,0,0.577190904784462,1.45826641912277,0,1,1,0,1
"40",1040,"CHEESE,SWISS",380,26.93,27.8,5.38,364,92,791,0.2,805,1.32,0,0.5,0.38,0,1,1,0,1
"41",1041,"CHEESE,TILSIT",340,24.41,25.98,1.88,1008,102,700,0.23,732,8.20492025989368,0,0.577190904784462,1.45826641912277,1,1,1,0,1
"42",1042,"CHEESE,PAST PROCESS,AMERICAN,FORT W/ VITAMIN D",371,18.13,31.79,3.7,242,100,1045,0.63,164,2.26,0,7.5,0.8,0,1,1,0,1
"43",1043,"CHEESE,PAST PROCESS,PIMENTO",375,22.13,31.2,1.73,201,94,614,0.42,198,0.62,2.3,0.5,0.29,0,1,1,0,1
"44",1044,"CHEESE,PAST PROCESS,SWISS",334,24.73,25.01,2.1,187,85,772,0.61,287,1.23,0,0.5,0.34,0,1,1,0,1
"45",1045,"CHEESE FD,COLD PK,AMERICAN",331,19.66,24.46,8.32,1176,64,497,0.84,460,8.20492025989368,0,0.577190904784462,1.45826641912277,1,1,1,0,1
"46",1046,"CHEESE FD,PAST PROCESS,AMERICAN,VITAMIN D FORT",330,16.86,25.63,8.56,156,98,682,0.26,330,5.59,0,2.5,0.63,0,1,1,0,1
"47",1047,"CHEESE FD,PAST PROCESS,SWISS",323,21.92,24.14,4.5,226,82,723,0.6,362,8.20492025989368,0,0.577190904784462,1.45826641912277,0,1,1,0,1
"48",1048,"CHEESE SPRD,PAST PROCESS,AMERICAN",290,16.41,21.23,8.73,237,55,562,0.33,316,7.32,0,0.4,0.19,0,1,1,0,1
"49",1049,"CREAM,FLUID,HALF AND HALF",130,2.96,11.5,4.3,656,37,105,0.07,162,0.16,0.9,0.2,0.33,1,0,0,0,1
"50",1050,"CREAM,FLUID,LT (COFFEE CRM OR TABLE CRM)",195,2.7,19.31,3.66,645,66,96,0.04,153,0.14,0.8,0.4,0.55,0,0,0,0,1
"51",1052,"CREAM,FLUID,LT WHIPPING",292,2.17,30.91,2.96,571,111,69,0.03,874,0.11,0.6,0.6,0.88,0,1,0,0,1
"52",1053,"CREAM,FLUID,HVY WHIPPING",345,2.05,37,2.79,613,137,65,0.03,794,0.11,0.6,0.7,1.06,0,1,0,0,1
"53",1054,"CREAM,WHIPPED,CRM TOPPING,PRESSURIZED",257,3.2,22.22,12.49,1044,76,101,0.05,180,8,0,0.4,0.64,1,1,0,0,1
"54",1055,"CREAM,SOUR,RED FAT,CULTURED",135,2.94,12,4.26,1126,39,104,0.07,160,0.16,0.9,0.2,0.34,1,0,0,0,1
"55",1056,"CREAM,SOUR,CULTURED",193,2.07,19.73,2.88,1048,52,110,0.17,174,2.88,0.9,0.4,0.44,1,0,0,0,1
"56",1057,"EGGNOG",88,4.55,4.19,8.05,797,59,130,0.2,201,8.05,1.5,1.2,0.21,1,0,0,0,0
"57",1058,"SOUR DRSNG,NON-BUTTERFAT,CULTURED,FILLED CREAM-TYPE",178,3.25,16.57,4.68,731,5,113,0.03,198,4.68,0.9,0,1.34,1,0,0,0,1
"58",1059,"MILK,FILLED,FLUID,W/BLEND OF HYDR VEG OILS",63,3.33,3.46,4.74,828,2,128,0.05,171,8.20492025989368,0.9,0.577190904784462,1.45826641912277,1,0,0,0,0
"59",1060,"MILK,FILLED,FLUID,W/LAURIC ACID OIL",63,3.33,3.4,4.74,828,2,128,0.05,171,4.74,0.9,0,0.13,1,0,0,0,0
"60",1067,"CREAM SUB,LIQ,W/HYDR VEG OIL&SOY PROT",136,1,9.97,11.38,1038,0,9,0.03,230,11.38,0,0,0.81,1,0,0,1,0
"61",1068,"CREAM SUB,LIQ,W/LAURIC ACID OIL&NA CASEINATE",136,1,9.97,11.38,1038,0,9,0.03,230,8.20492025989368,0,0.577190904784462,1.45826641912277,1,0,0,0,0
"62",1069,"CREAM SUBSTITUTE,POWDERED",545,4.79,35.48,54.88,352,0,22,1.15,823,54.88,0,0,0.59,0,1,0,1,1
"63",1070,"DESSERT TOPPING,POWDERED",577,4.9,39.92,52.54,292,0,17,0.03,202,52.54,0,0,1.52,0,1,0,1,1
"64",1071,"DESSERT TOPPING,PDR,1.5 OZ PREP W/1/2 CUP MILK",194,3.61,12.72,17.13,919,10,90,0.04,185,17.13,0.7,0.9,0.45,1,0,0,1,1
"65",1072,"DESSERT TOPPING,PRESSURIZED",264,0.98,22.3,16.07,881,0,5,0.02,228,16.07,0,0,0.85,1,1,0,1,1
"66",1073,"DESSERT TOPPING,SEMI SOLID,FRZ",318,1.25,25.31,23.05,458,0,6,0.12,217,23.05,0,0,0.96,0,1,0,1,1
"67",1074,"SOUR CRM,IMITN,CULTURED",208,2.4,19.52,6.63,269,0,3,0.39,197,6.63,0,0,0.74,0,0,0,0,1
"68",1076,"MILK SUBSTITUTES,FLUID,W/LAURIC ACID OIL",61,1.75,3.41,6.16,1029,0,33,0.39,144,8.20492025989368,0,0.577190904784462,1.45826641912277,1,0,0,0,0
"69",1077,"MILK,WHL,3.25% MILKFAT,W/ ADDED VITAMIN D",61,3.15,3.25,4.8,678,10,113,0.03,164,5.05,0,1.3,0.07,1,0,0,0,0
"70",1078,"MILK,PRODUCER,FLUID,3.7% MILKFAT",64,3.28,3.66,4.65,741,14,119,0.05,185,8.20492025989368,1.5,0.577190904784462,1.45826641912277,1,0,0,0,0
"71",1079,"MILK,RED FAT,FLUID,2% MILKFAT,W/ ADDED VIT A & VITAMIN D",50,3.3,1.98,4.8,721,8,120,0.02,173,5.06,0.2,1.2,0.03,1,0,0,0,0
"72",1080,"MILK,RED FAT,FLUID,2% MILKFAT,W/ ADDED NFMS, VIT A & VIT D",51,3.48,1.92,4.97,777,8,128,0.05,198,8.20492025989368,1,1,1.45826641912277,1,0,0,0,0
"73",1081,"MILK,RED FAT,FLUID,2% MILKFAT,PROT FORT,W/ ADDED VIT A & D",56,3.95,1.98,5.49,848,8,143,0.06,220,5.26,1.1,1,0.04,1,0,0,0,0
"74",1082,"MILK,LOWFAT,FLUID,1% MILKFAT,W/ ADDED VIT A & VITAMIN D",42,3.37,0.97,4.99,689,5,125,0.03,184,5.2,0,1.2,0.01,1,0,0,0,0
"75",1083,"MILK,LOWFAT,FLUID,1% MILKFAT,W/ ADD NONFAT MILK SOL,VIT A/ D",43,3.48,0.97,4.97,777,4,128,0.05,198,8.20492025989368,1,1,1.45826641912277,1,0,0,0,0
"76",1084,"MILK,LOWFAT,FLUID,1% MILKFAT,PROT FORT,W/ ADDED VIT A & D",48,3.93,1.17,5.52,838,4,142,0.06,218,8.20492025989368,1.2,1,1.45826641912277,1,0,0,0,0
"77",1085,"MILK,NONFAT,FLUID,W/ ADDED VIT A & VIT D (FAT FREE OR SKIM)",34,3.37,0.08,4.96,667,2,122,0.03,190,5.09,0,1.2,0.01,1,0,0,0,0
"78",1086,"MILK,NONFAT,FLUID,W/ ADDED NONFAT MILK SOL,VIT A & VIT D",37,3.57,0.25,5.02,787,2,129,0.05,208,5.02,1,1.2,0.01,1,0,0,0,0
"79",1087,"MILK,NONFAT,FLUID,PROT FORT,W/ ADD VIT A & D (FAT FREE/SKIM)",41,3.96,0.25,5.56,848,2,143,0.06,220,8.20492025989368,1.1,1,1.45826641912277,1,0,0,0,0
"80",1088,"MILK,BTTRMLK,FLUID,CULTURED,LOWFAT",40,3.31,0.88,4.79,272,4,116,0.05,185,4.79,1,0,0.05,0,0,0,0,0
"81",1089,"MILK,LO NA,FLUID",61,3.1,3.46,4.46,516,14,101,0.05,328,4.46,0.9,1.3,0.08,0,0,0,0,0
"82",1090,"MILK,DRY,WHL,W/ ADDED VITAMIN D",496,26.32,26.71,38.42,604,97,912,0.47,60,38.42,8.6,10.5,0.58,0,1,1,1,1
"83",1091,"MILK,DRY,NONFAT,REG,WO/ ADDED VIT A & VITAMIN D",362,36.16,0.77,51.98,793,20,1257,0.32,113,51.98,6.8,0,0,1,1,1,1,0
"84",1092,"MILK,DRY,NONFAT,INST,W/ ADDED VIT A & VITAMIN D",358,35.1,0.72,52.19,806,18,1231,0.31,106,52.19,5.6,11,0.01,1,1,1,1,0
"85",1093,"MILK,DRY,NONFAT,CA RED",354,35.5,0.2,51.8,385,2,280,0.32,751,8.20492025989368,6.7,0.577190904784462,1.45826641912277,0,1,1,0,0
"86",1094,"MILK,BUTTERMILK,DRIED",387,34.3,5.78,49,774,69,1184,0.3,99,49,5.7,0.5,0.1,1,1,1,1,0
"87",1095,"MILK,CND,COND,SWTND",321,7.91,8.7,54.4,297,34,284,0.19,469,54.4,2.6,0.2,0.16,0,1,0,1,0
"88",1096,"MILK,CND,EVAP,W/ ADDED VITAMIN D & WO/ ADDED VIT A",134,6.81,7.56,10.04,273,29,261,0.19,394,10.04,1.9,2,0.14,0,0,0,1,0
"89",1097,"MILK,CND,EVAP,NONFAT,W/ ADDED VIT A & VITAMIN D",78,7.55,0.2,11.35,284,4,290,0.29,426,11.35,1.2,2,0,0,0,0,1,0
"90",1102,"MILK,CHOC,FLUID,COMM,WHL,W/ ADDED VIT A & VITAMIN D",83,3.17,3.39,10.34,861,12,112,0.24,203,9.54,0.9,1.3,0.07,1,0,0,1,0
"91",1103,"MILK,CHOC,FLUID,COMM,RED FAT",76,2.99,1.9,12.13,919,8,109,0.24,205,9.55,0,1.2,0.04,1,0,0,1,0
"92",1104,"MILK,CHOC,FLUID,COMM,LOWFAT,W/ ADDED VIT A & VITAMIN D",63,3.24,1,10.44,870,3,116,0.27,207,9.94,0.9,1.1,0.02,1,0,0,1,0
"93",1105,"MILK,CHOC BEV,HOT COCOA,HOMEMADE",77,3.52,2.34,10.74,689,8,114,0.42,236,9.66,0.2,1.1,0.03,1,0,0,1,0
"94",1106,"MILK,GOAT,FLUID,W/ ADDED VITAMIN D",69,3.56,4.14,4.45,758,11,134,0.05,274,4.45,1.3,1.3,0.07,1,0,0,0,0
"95",1107,"MILK,HUMAN,MATURE,FLUID",70,1.03,4.38,6.89,339,14,32,0.03,617,6.89,5,0.1,0.08,0,0,0,0,0
"96",1108,"MILK,INDIAN BUFFALO,FLUID",97,3.75,6.89,5.18,777,19,169,0.12,215,8.20492025989368,2.3,0.577190904784462,1.45826641912277,1,0,0,0,0
"97",1109,"MILK,SHEEP,FLUID",108,5.98,7,5.36,689,27,193,0.1,169,8.20492025989368,4.2,0.577190904784462,1.45826641912277,1,0,0,0,0
"98",1110,"MILK SHAKES,THICK CHOC",119,3.05,2.7,21.15,280,11,132,0.31,296,20.85,0,1,0.05,0,0,0,1,0
"99",1111,"MILK SHAKES,THICK VANILLA",112,3.86,3.03,17.75,1165,12,146,0.1,221,17.75,0,1.2,0.05,1,0,0,1,0
"100",1112,"WHEY,ACID,FLUID",24,0.76,0.09,5.12,731,1,103,0.08,176,5.12,0.1,0.577190904784462,0,1,0,0,0,0
"101",1113,"WHEY,ACID,DRIED",339,11.73,0.54,73.45,1178,3,2054,1.24,252,73.45,0.9,0,0,1,1,0,1,0
"102",1114,"WHEY,SWEET,FLUID",27,0.85,0.36,5.14,797,2,47,0.06,197,5.14,0.1,0.577190904784462,0,1,0,0,0,0
"103",1115,"WHEY,SWEET,DRIED",353,12.93,1.07,74.46,51,6,796,0.88,243,74.46,1.5,0,0.02,0,1,1,1,0
"104",1116,"YOGURT,PLN,WHL MILK,8 GRAMS PROT PER 8 OZ",61,3.47,3.25,4.66,711,13,121,0.05,189,4.66,0.5,0.1,0.06,1,0,0,0,0
"105",1117,"YOGURT,PLN,LOFAT,12 GRAMS PROT PER 8 OZ",63,5.25,1.55,7.04,959,6,183,0.08,307,7.04,0.8,0,0.03,1,0,0,0,0
"106",1118,"YOGURT,PLN,SKIM MILK,13 GRAMS PROT PER 8 OZ",56,5.73,0.18,7.68,1020,2,199,0.09,330,7.68,0.9,0,0,1,0,0,0,0
"107",1119,"YOGURT,VANILLA,LOFAT,11 GRAMS PROT PER 8 OZ",85,4.93,1.25,13.8,919,5,171,0.07,290,13.8,0.8,0,0.02,1,0,0,1,0
"108",1120,"YOGURT,FRUIT,LOFAT,9 GRAMS PROT PER 8 OZ",99,3.98,1.15,18.64,787,5,138,0.06,214,18.64,0.6,0,0.02,1,0,0,1,0
"109",1121,"YOGURT,FRUIT,LOFAT,10 GRAMS PROT PER 8 OZ",102,4.37,1.08,19.05,838,4,152,0.07,234,19.05,0.7,0,0.02,1,0,0,1,0
"110",1122,"YOGURT,FRUIT,LOFAT,11 GRAMS PROT PER 8 OZ",105,4.86,1.41,18.6,908,6,169,0.07,287,8.20492025989368,0.7,0.577190904784462,1.45826641912277,1,0,0,0,0
"111",1123,"EGG,WHL,RAW,FRSH",143,12.56,9.51,0.72,311,372,56,1.75,170,0.37,0,2,1.05,0,0,1,0,0
"112",1124,"EGG,WHITE,RAW,FRESH",52,10.9,0.17,0.73,336,0,7,0.08,199,0.71,0,0,0,0,0,0,0,0
"113",1125,"EGG,YOLK,RAW,FRSH",322,15.86,26.54,3.59,731,1085,129,2.73,138,0.56,0,5.4,2.58,1,1,1,0,1
"114",1126,"EGG,YOLK,RAW,FROZEN",303,15.5,25.6,1.15,928,945,138,3.34,148,0.51,0,5.2,2.49,1,1,1,0,1
"115",1127,"EGG,YOLK,RAW,FRZ,SUGARED",307,13.8,22.75,10.8,928,959,123,3.14,132,8.20492025989368,0,5.8,2.77,1,1,1,0,1
"116",1128,"EGG,WHL,CKD,FRIED",196,13.61,14.84,0.83,410,401,62,1.89,186,0.4,0,2.2,1.31,0,0,1,0,1
"117",1129,"EGG,WHL,CKD,HARD-BOILED",155,12.58,10.61,1.12,294,373,50,1.19,157,1.12,0,2.2,1.03,0,0,1,0,1
"118",1130,"EGG,WHOLE,COOKED,OMELET",154,10.57,11.66,0.64,324,313,48,1.48,147,0.31,0,1.7,1.29,0,0,0,0,1
"119",1131,"EGG,WHL,CKD,POACHED",143,12.51,9.47,0.71,513,370,56,1.75,170,0.37,0,2,1.04,0,0,1,0,0
"120",1132,"EGG,WHL,CKD,SCRMBLD",149,9.99,10.98,1.61,313,277,66,1.31,164,1.39,0,1.8,1.15,0,0,0,0,1
"121",1133,"EGG,WHOLE,DRIED",594,47.35,40.95,4.95,781,1507,231,6.79,601,3.08,0,8,3.88,1,1,1,0,1
"122",1134,"EGG,WHL,DRIED,STABILIZED,GLUCOSE RED",615,48.17,43.95,2.38,805,2017,222,8.28,623,8.20492025989368,0,0.577190904784462,1.45826641912277,1,1,1,0,1
"123",1135,"EGG,WHITE,DRIED,FLAKES,GLUCOSE RED",351,76.92,0.04,4.17,94,0,83,0.23,14,4.17,0,0.577190904784462,0,0,1,1,0,0
"124",1136,"EGG,WHITE,DRIED,PDR,GLUCOSE RED",376,82.4,0.04,4.47,134,0,89,0.24,28,4.47,0,0,0,0,1,1,0,0
"125",1137,"EGG,YOLK,DRIED",666,34.25,55.8,3.6,305,2052,284,5.42,318,3.6,0,11.4,5.42,0,1,1,0,1
"126",1138,"EGG,DUCK,WHOLE,FRESH,RAW",185,12.81,13.77,1.45,314,884,64,3.85,294,0.93,0,1.7,1.34,0,0,1,0,1
"127",1139,"EGG,GOOSE,WHOLE,FRESH,RAW",185,13.87,13.27,1.35,307,852,60,3.64,281,0.94,0,1.7,1.29,0,0,1,0,1
"128",1140,"EGG,QUAIL,WHOLE,FRESH,RAW",158,13.05,11.09,0.41,310,844,64,3.65,164,0.4,0,1.4,1.08,0,0,1,0,1
"129",1141,"EGG,TURKEY,WHL,FRSH,RAW",171,13.68,11.88,1.15,320,933,99,4.1,175,8.20492025989368,0,0.577190904784462,1.45826641912277,0,0,1,0,1
"130",1144,"EGG SUBSTITUTE,POWDER",444,55.5,13,21.8,1049,572,326,3.16,788,21.8,0.8,0,1.26,1,1,1,1,1
"131",1145,"BUTTER,WITHOUT SALT",717,0.85,81.11,0.06,277,215,24,0.02,313,0.06,0,1.5,2.32,0,1,0,0,1
"132",1146,"CHEESE,PARMESAN,SHREDDED",415,37.86,27.34,3.41,246,72,1253,0.87,874,0.9,0,0.5,0.25,0,1,1,0,1
"133",1151,"MILK,NONFAT,FLUID,WO/ ADDED VIT A & VIT D (FAT FREE OR SKIM)",34,3.37,0.08,4.96,667,2,122,0.03,190,5.09,0,0,0.01,1,0,0,0,0
"134",1152,"MILK,RED FAT,FLUID,2% MILKFAT,W/ NONFAT MILK SOL,WO/ VIT A",56,3.95,1.98,5.49,848,8,143,0.06,220,8.20492025989368,1.1,0.577190904784462,1.45826641912277,1,0,0,0,0
"135",1153,"MILK,CND,EVAP,W/ VIT A",134,6.81,7.56,10.04,273,29,261,0.19,394,8.20492025989368,1.9,0.577190904784462,1.45826641912277,0,0,0,0,0
"136",1154,"MILK,DRY,NONFAT,REG,W/ ADDED VIT A & VITAMIN D",362,36.16,0.77,51.98,793,20,1257,0.32,113,51.98,6.8,11,0,1,1,1,1,0
"137",1155,"MILK,DRY,NONFAT,INST,WO/ ADDED VIT A & VITAMIN D",358,35.1,0.72,52.19,806,18,1231,0.31,106,52.19,5.6,0,0.01,1,1,1,1,0
"138",1156,"CHEESE,GOAT,HARD TYPE",452,30.52,35.59,2.17,577,105,895,1.88,586,2.17,0,0.7,0.31,0,1,1,0,1
"139",1157,"CHEESE,GOAT,SEMISOFT TYPE",364,21.58,29.84,2.54,772,79,298,1.62,192,2.54,0,0.5,0.26,1,1,1,0,1
"140",1159,"CHEESE,GOAT,SOFT TYPE",268,18.52,21.08,0.89,600,46,140,1.9,335,0.89,0,0.4,0.18,0,1,1,0,1
"141",1160,"EGG,YOLK,RAW,FRZ,SALTED",274,14,23,1.6,525,955,114,3.75,147,8.20492025989368,0,5.9,2.8,0,1,1,0,1
"142",1161,"CHEESE SUB,MOZZARELLA",248,11.47,12.22,23.67,940,0,610,0.4,563,23.67,0.1,0,0.11,1,1,0,1,1
"143",1163,"CHEESE FONDUE",229,14.23,13.47,3.77,302,45,476,0.39,134,8.20492025989368,0,0.577190904784462,1.45826641912277,0,1,1,0,1
"144",1164,"CHEESE SAU,PREP FROM RECIPE",197,10.33,14.92,5.48,745,38,311,0.35,175,0.19,0.6,1,0.09,1,0,0,0,1
"145",1165,"CHEESE,MEXICAN,QUESO ANEJO",373,21.44,29.98,4.63,80,105,680,0.47,845,4.63,0,0.5,0.26,0,1,1,0,1
"146",1166,"CHEESE,MEXICAN,QUESO ASADERO",356,22.6,28.26,2.87,914,105,661,0.51,843,2.87,0,0.5,0.24,1,1,1,0,1
"147",1167,"CHEESE,MEXICAN,QUESO CHIHUAHUA",374,21.56,29.68,5.56,878,105,651,0.47,628,5.56,0,0.5,0.26,1,1,1,0,1
"148",1168,"CHEESE,LOFAT,CHEDDAR OR COLBY",173,24.35,7,1.91,873,21,415,0.42,739,0.52,0,0.1,0.06,1,0,1,0,0
"149",1169,"CHEESE,LOW-SODIUM,CHEDDAR OR COLBY",398,24.35,32.62,1.91,413,100,703,0.72,142,0.49,0,0.6,0.28,0,1,1,0,1
"150",1171,"EGG,WHOLE,RAW,FROZEN",148,11.95,10.2,1.05,303,432,59,1.85,162,8.20492025989368,0,0.577190904784462,1.45826641912277,0,0,1,0,0
"151",1172,"EGG,WHITE,RAW,FROZEN",47,9.8,0,1.05,327,0,7,0.05,168,8.20492025989368,0,0.577190904784462,1.45826641912277,0,0,0,0,0
"152",1173,"EGG,WHITE,DRIED",382,81.1,0,7.8,154,0,62,0.15,30,5.4,0,0.577190904784462,0,0,1,1,0,0
"153",1174,"MILK,RED FAT,FLUID,2% MILKFAT,WO/ ADDED VIT A & VIT D",50,3.3,1.98,4.8,721,8,120,0.02,173,5.06,0.2,0,0.03,1,0,0,0,0
"154",1175,"MILK,FLUID,1% FAT,WO/ ADDED VIT A & VIT D",42,3.37,0.97,4.99,689,5,125,0.03,184,5.2,0,0,0.01,1,0,0,0,0
"155",1178,"SOUR CREAM,REDUCED FAT",181,7,14.1,7,959,35,141,0.06,282,0.3,0.9,0.3,0.4,1,0,0,0,1
"156",1179,"SOUR CREAM,LIGHT",138,3.5,10.6,7.1,969,35,141,0.07,283,0.22,0.9,0.2,0.3,1,0,0,0,1
"157",1180,"SOUR CREAM,FAT FREE",74,3.1,0,15.6,310,9,125,0,160,0.39,0,0,0,0,0,0,0,0
"158",1182,"USDA COMMODITY,CHS,CHEDDAR,RED FAT",282,27.2,18.3,2,982,56,905,0.13,863,0.58,0,0.3,0.16,1,1,1,0,1
"159",1184,"YOGURT,VAN OR LEM FLAV,NONFAT MILK,SWTND W/LOW-CALORIE SWTNR",43,3.86,0.18,7.5,848,2,143,0.12,214,7.5,1.1,0,0,1,0,0,0,0
"160",1185,"PARMESAN CHS TOPPING,FAT FREE",370,40,5,40,91,20,800,5,697,1.5,0,0,0.04,0,1,1,0,0
"161",1186,"CHEESE,CREAM,FAT FREE",105,15.69,1,7.66,962,12,351,0.19,355,5.48,0,0,0.02,1,0,1,0,0
"162",1187,"YOGURT,CHOC,NONFAT MILK",112,3.53,0,23.53,305,1,88,0.42,433,14.97,0,0,0,0,0,0,1,0
"163",1188,"KRAFT CHEEZ WHIZ PAST PROCESS CHS SAU",276,12,21,9.2,238,75,359,0.19,314,6.7,0.4,0.577190904784462,1.45826641912277,0,1,1,0,1
"164",1189,"KRAFT CHEEZ WHIZ LT PAST PROCESS CHS PRODUCT",215,16.3,9.5,16.2,247,35,418,0.16,376,8.2,0.4,0.577190904784462,1.45826641912277,0,0,1,0,0
"165",1190,"KRAFT FREE SINGLES AMERICAN NONFAT PAST PROCESS CHS PRODUCT",148,22.7,1,11.7,162,16,712,0.05,309,6.7,0.2,0.577190904784462,1.45826641912277,0,0,1,0,0
"166",1191,"KRAFT VELVEETA PAST PROCESS CHS SPRD",303,16.3,22,9.8,215,80,466,0.18,429,8.1,0.2,0.577190904784462,1.45826641912277,0,1,1,0,1
